Id,SalePrice
1761,764.2367123323733
842,374.7520985906833
2739,431.78343088310356
2509,396.1498664420601
1007,440.3326013558759
2610,417.4378242078717
1952,309.7171231441646
2719,454.08416509619747
2921,287.95086634626574
1966,372.14679831827584
292,367.16763768426983
1204,427.71862492734283
1829,500.58754130598965
2419,427.6302464013571
391,386.99246007223877
798,323.24270289967046
481,444.2158259757473
193,430.141787287561
555,343.53963544120666
899,271.5608343295785
2357,427.9299317553256
328,332.65156026372864
1356,306.01996856393583
1154,349.33127169066915
1730,426.26180936791104
2249,379.1734793408955
1119,508.26487801916494
2856,383.7650002798953
1394,367.5492677179536
2587,349.21160362013734
61,570.1580943909166
2661,389.6929989242699
2711,361.0374664327911
1147,441.8888465049382
757,344.6967015350027
2623,301.5480766336467
2378,395.04273069924784
1413,340.9261316402332
1722,475.74098062906296
1112,480.4951445184791
1623,442.077564069095
1201,450.18724117582576
1513,359.83496804394076
957,497.5775056383631
1171,504.205178944098
1145,447.1703084428407
2726,456.89712061320864
703,349.9468964905618
760,310.57859464082327
1964,376.2334350409757
2512,427.0441662049967
159,366.62456119995994
1281,412.9604558231696
468,427.5563319861868
290,341.67287053576604
665,322.87171066485973
1463,492.5874792022464
1792,465.75917622835345
923,405.6737590215862
500,523.5851774296325
1408,373.70860949034864
331,257.4408555328925
170,392.9871051246779
2192,325.193145720119
2571,535.5572027779112
2314,418.699328691657
2647,295.62226964249516
422,677.0492557032279
2457,614.0087529511839
1838,464.5821536998942
2805,480.1365312909074
1645,403.8078494474454
1711,544.6602031395734
2825,498.9560282554693
322,588.2285537500277
2103,489.44746120002344
342,336.7989555649791
600,353.4041749586022
488,430.93137792762343
1725,582.6503242962585
2246,515.2270344163123
2847,399.29741012840753
806,477.41378161685907
530,481.80052105314024
963,450.4177484292997
2678,349.9283804572732
171,292.6176548703619
2401,664.7209897916866
805,467.05535909638354
2259,444.1106208448259
1748,430.43882565988883
1361,345.68588911208406
1677,334.01316081932214
1406,375.9775853803942
2322,489.92656141266554
688,390.4827588256462
143,376.03745807482585
804,443.65312873194154
1214,402.10487821579295
2828,374.44358840169957
1999,421.3522271583793
2467,445.273801670182
2665,359.692635728189
1538,578.5154017930244
398,351.3340486149625
2822,371.1481393459684
2157,401.16095855224575
1856,464.8098292894969
1269,305.2565158534965
2570,351.23738513628814
2320,469.00820187918094
1517,341.46322995826165
2304,342.1565458273958
1312,296.3697221195162
2012,372.0166648571816
506,493.02956185935506
2865,455.1211155910029
2367,314.93761041578745
554,296.92554079110465
238,368.8211724837003
1954,346.7425072140279
2488,365.5826085178891
2291,298.8797921542342
1969,305.48466749818516
2725,395.2100338830062
1482,406.911860929516
2763,431.2567216304925
503,515.1643968086044
1584,492.2705486325454
1531,415.74101671582497
2210,444.9469169707928
459,603.3490842792296
556,356.1580499680228
1347,388.73033506702177
1290,279.38462507528857
1388,341.8121729090748
1571,467.715992727865
2754,448.1281940231171
765,364.04087833335865
2494,354.85820083887126
2870,513.8777118953506
7,485.1186424586592
1114,511.2587566599986
2418,499.91955232367155
291,385.39397908411513
18,616.264058954443
39,606.070149842355
1001,541.510887173984
2442,478.38650913717726
616,370.98104910993
2680,283.4165249421485
1414,338.4261805663531
289,394.62455435844197
40,477.39175105024225
860,351.19610898839136
409,345.9430674322673
673,381.1834352157489
2427,421.0131429867924
2036,409.66374003972686
2564,379.6510903424933
642,420.38115042566307
1008,433.65263664914187
1908,393.94775088430083
2519,442.67854073748356
1369,275.0976475442693
2855,398.60508227148387
712,294.42356967112084
1943,326.9525814742749
1958,355.4070662801439
107,381.536340360537
2295,460.6646031279574
704,308.543776433794
676,372.6110713140558
259,438.0505864364976
93,531.8085596772655
106,481.1642163996211
2315,425.1820423034585
1050,338.4308293785181
1095,445.6916391303233
2709,388.6762525795999
758,355.8779875450167
1496,388.4767968445896
2370,334.01316081932214
2458,523.0545743538429
2733,378.63547620224335
161,496.7961171237136
726,368.4334837166734
845,459.9345325116357
947,491.84472786515994
2232,297.86420152883045
2563,374.2978100712791
2299,408.9158499607429
211,300.2045546332774
605,420.74333854606965
1478,437.5152684124075
2247,517.1962646657365
2274,435.16953736410323
2869,487.64800203251446
967,459.35326709183136
2656,360.56991615448374
667,469.86373502852535
1042,312.8393559112328
2023,399.7809350658295
2447,630.2653802584575
2055,328.5555520521897
2275,537.8705488113906
2204,398.5860571837204
1563,532.0858849819513
483,475.2338930997021
796,384.4719166072939
1526,398.9033782279714
2042,348.83599625723105
442,604.7760585677215
1693,578.3085951411749
1468,467.5756482788562
1430,410.1632816769661
2605,438.3754280196199
1529,416.64618178112323
335,367.1316421138463
1287,333.7886861105207
31,319.32129689271846
1785,596.1505032495847
82,387.54931194397375
2620,389.50418444848924
252,421.78244028647117
721,284.658382419779
2165,437.4623165070508
2316,427.8434047583082
775,361.4416924286654
1558,317.35989641572615
17,416.3278501287495
1022,477.57621828607955
925,370.21979620587825
438,520.834877004526
1270,384.7831337120821
1272,355.09621152309694
215,383.4227705423332
266,474.21374467834187
2402,543.0451767270231
1250,367.70236784427505
1984,335.83270553648265
1279,387.9976123951469
377,494.87147970809855
1252,363.230759519134
2156,492.45184656764457
499,555.253056531106
1374,358.85224861707695
2898,492.94202945656934
401,351.56158325935337
2721,421.7044146984462
2078,486.5778708188571
2589,357.6849970046179
1946,498.9646803571029
1334,326.65607998472296
2781,465.34396126094026
431,630.4037068756335
576,441.8046877742831
1474,453.5000998497316
2254,346.90000615961594
2155,494.6299847239652
885,320.75908309388035
643,362.18728092740645
1944,358.9907706818467
480,433.03752766162035
2845,324.3175134076384
2387,546.4671226037956
2407,453.40207566345356
2527,410.1835882160749
2514,392.07446556385537
629,400.73098236417377
80,436.16521462538014
1876,384.80821099905535
1546,295.65832829152026
2518,438.70311992481356
2347,398.8807389220784
783,469.7815324446053
1322,277.254227399448
194,322.75311146265454
1770,554.358169709732
2143,399.520206859072
1229,442.25522449277764
511,512.5877556228659
46,474.6722852241563
1348,385.5975467409271
2465,435.7558417246744
387,479.5217507553825
873,455.09907644255776
1918,332.8964778521482
2764,470.45688681632004
2184,310.4987632770715
934,383.5713335676187
1920,354.45641602008175
2631,382.49432398405827
1768,778.7856529009407
2040,337.8644235425131
1749,458.76918107978616
834,471.68754199428713
1457,479.6338063664406
79,341.75707075466687
2302,347.34009014854485
1817,375.4648039432095
2755,490.3528787393765
359,432.3633827700588
2059,342.5434246622912
2092,481.8189449194237
2516,462.6256349115607
150,321.5882079703126
1656,394.29203910277374
83,322.4673355536373
2411,456.0251218503163
795,275.9800501873684
2312,476.6599446885739
2917,310.4850299109116
1624,419.5522031906013
2215,528.0718741651497
1211,376.0030994983931
1485,410.88912704842255
1024,419.1352716235876
570,466.27532051996934
2874,357.9515379216208
700,410.70883018591394
2756,457.4007556186892
2022,399.68000576575395
583,459.8904260670305
2392,624.078352238724
2424,428.1578268202529
212,320.53660098734684
736,353.3376767253607
1610,434.24048510690534
890,349.3760846181898
467,422.3582573494332
578,469.0421441543212
1747,418.7091301343388
1149,423.5514973300336
2758,511.28368057228533
857,362.5276212636336
2219,509.3659093270181
733,309.2809332234417
2909,323.7314748142808
1798,498.22049389828067
235,373.7297100527934
2366,377.57918017530324
1027,364.6316421375776
1195,362.0960556951053
1303,263.2841214533869
148,415.073835182214
608,393.8824037166634
2515,432.36649705154593
821,526.8926088238561
2500,503.0728256281416
745,327.1093919497564
741,374.2692402803655
1611,340.49423343161493
2532,371.1600613318784
1081,461.24553308901784
1692,672.3737425106592
2520,406.53084555554256
276,315.99256867938493
1992,348.69760693761316
663,241.92296564480512
418,339.68275250444947
1733,436.1275193375252
2359,379.49050269534837
253,451.77582670877587
1518,422.95676426373495
2035,360.95221722878534
2919,275.05575958852313
1540,501.3980076387181
2120,390.72355263552356
1674,430.6648941258266
256,374.9147881192278
2361,329.74489903440815
978,294.73176429710156
2280,392.2345376161661
2095,469.03690565308705
1709,574.3835645900961
2801,477.2406533007192
1246,338.781296311971
2373,322.5639271266271
1055,528.3060370629271
2017,371.86885669882054
1099,500.1617998141752
1344,297.1442870858558
835,436.7306037076442
1117,480.35340740584064
2043,297.1605519374456
2085,353.8460055447348
410,388.09184343707096
2650,306.54625324325116
2867,423.8087283947102
1668,340.35519119294554
1161,407.08985319041005
2122,423.92070305526454
2539,388.7570530081208
1047,367.5141098958711
1445,341.3849186067856
541,358.63633359248377
569,486.0621829403609
1276,335.5647967712798
918,360.4421103041503
326,415.87911294901676
1936,339.68355696681914
895,318.463998135513
257,387.695049266565
1241,409.500217215419
1545,299.1477783374114
1189,413.103520042876
270,395.39585930659973
2066,463.5859332825069
693,322.8289820075324
1259,399.4921881240722
2916,393.13505960783255
2321,537.8365512762477
1977,304.9179082385624
1895,395.47408893344925
1240,397.9823140245211
85,386.8292834871869
1823,361.6971139749216
825,532.2743963510896
110,476.7683691906434
697,329.18051823156225
2297,325.8487136472402
1231,368.2736522372902
1355,368.67950457310144
968,593.8271911755219
584,474.9431521183505
1315,323.6069882445249
1606,375.9787064699648
206,279.5249508580851
1685,600.2305554218083
2016,362.0184991633645
869,444.3991070522079
2135,357.21558124033555
2346,427.2357591411743
2430,475.65624270900383
2198,330.2877278621625
2652,353.3960734816986
27,364.7469316857304
241,416.1999379309012
906,369.8607241365588
1506,336.789732574474
2098,598.4231184071759
1435,452.4518398388256
2213,372.48293651456913
1274,371.47741918268446
743,245.96997076605146
1737,456.1712257193691
2797,506.98158534676116
2185,267.8580453166491
58,411.3993501200651
830,443.63937975964916
808,346.62972577131586
680,403.18646217969547
1153,343.9518872187148
1291,347.9552158117326
1818,395.75094949319765
2161,427.89369979162245
1883,344.3448335477482
350,613.1788493953406
2473,365.6758326516614
295,459.1058554979607
293,435.141329576541
859,358.49642795172736
288,301.65612230268596
1578,402.6295296881831
102,427.6340345439628
2831,407.32455183982154
1030,402.1614963363532
2551,379.9597496544733
1286,378.0383780678427
958,559.8208820930286
776,354.0297315911586
72,497.90681194903
2263,487.3025206712608
1866,372.9179244693791
2876,250.58252794497997
2146,486.0163050487443
103,417.8541300305809
1500,367.02443645493395
492,422.4822442637895
167,363.7206801586875
2597,326.8998492949786
2685,341.6964698339033
1035,373.16885283503603
1220,289.021735768726
2602,369.8757180917345
2159,455.8606304033314
695,378.53945633730336
1109,523.7894654008003
640,418.204424499702
1652,389.3891953135094
2090,429.4195484384991
1188,437.5122363102577
2345,468.6579163673655
1059,640.0193534681267
2751,476.2888057889864
128,457.413591894439
1523,425.90223838025736
2925,393.36194734997343
2145,526.3179370914331
1121,463.5023013653186
566,554.5683961272899
565,481.7385450088763
1331,391.2244998886777
2928,350.4819816926574
156,372.9850094305191
797,380.4687758820785
327,310.7376952212512
2859,399.7315589595913
1453,338.7400849255241
1762,589.7555452459524
1868,427.26325253846704
1760,416.9618681834023
1113,500.27241692428515
1812,445.3911081511616
117,398.688201284836
1142,463.8887299984952
2342,640.8070798609575
927,399.30521625739493
2478,425.48076506138983
655,316.31564261136725
2064,346.23545670104204
369,525.2017279315012
2239,314.48103078789893
2732,443.46550239361943
1653,405.88006516430926
959,469.52077886120037
2395,606.1875713170784
1412,326.06115581033566
271,475.26156646956656
1484,406.911860929516
1497,409.19851771842843
552,396.48562543434434
2,357.92680300979293
1855,545.354248753074
4,537.2141962033261
2292,404.76139224219776
134,385.57196699729275
646,336.76924229459894
42,562.2255721619244
532,473.5296587179909
713,317.26642216066534
2561,371.56302768162533
2360,368.3611201107269
1333,365.2995248037099
1407,410.3718695240807
2892,535.9962261871606
574,463.66511343643526
1227,417.01889860686606
2591,425.85166095028893
1476,451.29016877561855
1125,496.50505994850687
1446,377.73523225125484
408,342.8087916891035
1101,533.3944424539413
2251,467.6523547246979
373,424.8292346462214
2554,338.17449438288355
2382,496.2141448885351
1985,301.14950614774136
519,464.32248526091934
1093,429.1642205136916
864,478.0833066405995
2889,377.8566875096525
2308,453.6373048013387
986,401.84432336065015
1302,391.15283758220346
585,389.8692272498844
2708,371.0374731981742
147,367.61597607479007
1441,467.69302952125565
383,436.0251544639084
285,378.27045929254496
181,335.5478943878944
358,446.193828290193
780,410.33342542704975
258,435.6244398339983
1865,458.9470644280419
692,329.22088277184184
2902,570.3131783201117
508,488.5071873133203
2638,372.4745520557798
36,392.41039140969826
611,405.6154483407541
2281,384.78757437462104
1678,359.4934937499787
1696,693.3109240606179
1557,285.4293898602536
2180,408.6417295686098
1726,478.6441204817653
951,368.18443728853936
267,472.35104621704073
2706,393.1258394658332
2221,502.68788260506216
1357,396.72594388823757
2901,558.4943233728864
347,421.1628562500394
2164,436.8023652558874
1586,545.0388093369862
360,400.76013515820375
1769,490.9663424908704
2617,360.9749185588688
1879,420.92182579702967
991,462.9270850497448
1535,371.203658302731
1191,397.2979127217719
1579,454.43007732798026
1882,350.0327274047254
1510,362.51232914686034
2196,431.577740874831
1845,439.24174697827607
2336,622.6648949640087
942,305.73363516681
861,349.41642206756035
2555,362.5997374276275
1392,405.26002082750665
2099,493.42472731893
1543,349.9901482058203
948,528.6426062235811
1239,411.07141554030505
22,419.87166024584656
2796,489.75595972662535
2747,428.89265828197244
92,522.1331202395047
210,424.92800315662936
1858,444.5884885695566
2228,368.2599568417509
447,471.17567902286766
827,486.36039117960684
1649,447.09132884899253
682,367.0783957246118
2698,310.53754072211655
494,389.1296507165079
214,365.74210328440745
2441,489.8495768095399
2679,339.4449009676987
1336,338.63459920843405
465,420.28036391247144
1524,387.3721667301785
2543,345.86375721874094
631,377.8710062030774
2452,555.4851274812439
228,388.96395221450064
126,393.95751485197815
1092,474.43472569587806
1122,463.49756162646946
932,467.34388678386273
1980,290.2288951053305
2171,348.2239560830873
551,379.5150731738943
2768,407.0679103968822
2056,338.7504087819764
1159,570.8148971057832
2645,372.11246215879964
1174,420.31461646306684
2266,447.75098796260426
2462,633.168536056946
1219,372.62222622929426
2922,431.3230396910973
118,379.4691304852685
474,424.46770207086263
2576,383.43911914284524
872,520.326781432444
1077,474.24701573542444
1536,408.50221569825567
1150,373.0000187984762
2341,554.4168008530346
1931,386.39016202012533
2785,373.0872898136955
2538,358.09060976137243
597,450.01953096300474
464,458.3480935830221
233,457.78740064444054
2169,359.9187303683842
2123,410.6902917217004
1867,408.03958408195905
137,487.9124997602917
515,491.7345945856019
933,326.5264693881986
2784,391.6445069607288
972,428.16088886977707
599,398.8122798421564
2614,350.1078638074786
2582,386.7677088891879
1409,376.35330806017214
175,348.23520156062096
352,473.8798073626758
976,304.9642425644721
2134,427.58465623512575
984,327.59459879687086
2396,603.240922708693
1673,365.1076585753473
404,356.1890336572157
607,421.3392089262918
814,422.28545485591206
868,430.7246543254079
2271,465.8772177221511
1633,525.0006681750576
337,457.25822382766
2765,407.8780728963833
1746,482.3121175986981
368,576.2990959704828
2806,452.3072752800274
1662,435.5373895647284
1234,451.29238238317504
1373,378.64203735502275
1672,353.7497244250807
1939,368.41346388450074
